parameterization_id,ART Link Max,ART Link Mid,Base Infectivity,Infmrl Form Rate,Infrml Condom Mid,Infrml Condom Rate,Mrtl Condom Max,Mrtl Condom Mid,Mrtl Condom Rate,Mrtl Form Rate,PreART Link Max,PreART Link Mid,PreART Link Min,SeedYr HIGH,Sexual Debut Age Female Weibull Heterogeneity,Sexual Debut Age Female Weibull Scale,Sexual Debut Age Male Weibull Heterogeneity,Sexual Debut Age Male Weibull Scale,Swaziland: Infmrl Condoms Late,Swaziland: LOW Risk,Swaziland: Trns Condoms Late,Trns Condom Mid,Trns Condom Rate,Trns Form Rate,Male To Female Young,Male To Female Old,iteration_number,run_number,sim_id,likelihood
125,0.95545351,2010.856621,0.00232521,0.00157822,1992.694867,3.018958141,0.220115506,2001.845564,2.628399778,0.000519731,0.776646967,1993.915658,0,1983.193768,0.300608826,16.27430505,0.04,17.67390389,0.306906824,0.720898775,0.105427456,1997.129923,3.163879268,0.000136986,4.885593163,2.68065153,,19933,,1
126,0.955377068,2010.234693,0.00235,0.001521619,1992.485003,3.180558081,0.22706461,2001.739402,2.560338338,0.000407332,0.851701692,1996.5112,0.031863335,1982.834059,0.279544775,16.2536687,0.046086906,17.43620795,0.356250282,0.703950818,0.093421251,1997.875122,3.217757107,0.000136986,5.298612288,2.943499877,,34442,,1
127,0.951249692,2010.814513,0.002319808,0.00132817,1992.597517,2.947949918,0.193108887,2001.435857,2.468532851,0.000595644,0.792507194,1997.115275,0.012494961,1982.747708,0.322382095,16.79707313,0.04,18.0443645,0.341457745,0.699768714,0.140614105,1997.244026,3.159491056,0.000150232,4.904504095,3.24454003,,21007,,1
128,0.953269913,2010.864275,0.002336824,0.00145392,1992.466961,3.081799794,0.21196711,2001.877205,2.451510865,0.000462396,0.80004275,1995.993582,0.004410963,1982.287783,0.305937592,16.26739699,0.042569252,17.48674651,0.330577623,0.723692619,0.102816143,1996.709834,2.993720644,0.000137163,4.896095632,2.811962632,,34419,,1
129,0.945062332,2010.345922,0.00235,0.001458995,1992.739112,3.11130766,0.251579242,2002.041965,2.729126724,0.000448961,0.853198135,1995.795716,0,1983.959066,0.262189327,15.64767183,0.04154846,17.60118662,0.335152319,0.754677928,0.023073988,1997.51585,3.476309557,0.000136986,5.811493544,2.758046672,,6559,,1
130,0.950024946,2010.45566,0.00232876,0.001550278,1993.047639,2.789183776,0.21899174,2000.955173,2.623245584,0.000447939,0.843748362,1996.371354,0.001454155,1982.460758,0.321016776,16.58051773,0.04,17.66684857,0.302501329,0.740779385,0.110719743,1996.904546,2.894986847,0.000136986,4.927617203,2.803058338,,21905,,1
131,0.953058511,2010.352458,0.002317618,0.001369516,1992.02194,2.940301191,0.223021169,2002.283786,2.21774672,0.000461241,0.781090636,1995.91752,0.015422525,1982.63851,0.306013824,16.20931306,0.04,17.67923645,0.346736181,0.743038113,0.064321898,1996.41981,3.05084918,0.000136986,5.012385561,2.844192773,,20498,,1
132,0.94742276,2010.443131,0.00235,0.001347346,1992.866656,3.089945082,0.199661709,2001.892596,2.405401934,0.000492997,0.865563924,1994.781901,0.053022758,1982.470124,0.309364808,16.6002853,0.04,17.86698667,0.290163241,0.748342918,0.093697416,1997.575319,3.057117006,0.000171372,5.387754791,3.027914348,,18571,,1
133,0.952867188,2010.322094,0.00235,0.001664119,1992.657771,2.985130828,0.201100517,2001.670924,2.506935496,0.000540138,0.814575433,1995.741342,0,1983.682159,0.323268672,15.87205643,0.041491651,17.23731592,0.292291663,0.743800908,0.091448144,1996.376483,3.051196904,0.000136986,5.099436426,2.707667415,,59769,,1
134,0.95543845,2011,0.002342973,0.001184301,1993.985864,2.953748793,0.209185935,2003.19679,2.355341894,0.000425468,0.830528637,1995.144806,0.044954497,1983.295549,0.359132434,16.0056562,0.04,17.17026904,0.328890891,0.72859258,0.103199243,1996.530045,2.999195503,0.000136986,5.30729749,3.134364205,,12888,,1
135,0.952272606,2010.67988,0.002329444,0.001528969,1992.525789,3.012496834,0.215846177,2001.854496,2.418434048,0.000457182,0.80620739,1995.744056,0.007256419,1982.552924,0.309592429,16.30228293,0.042494848,17.49452131,0.339119744,0.730405439,0.100701789,1996.680484,3.003583202,0.000136986,4.89377618,2.857881347,,13705,,1
136,0.946378546,2010.224342,0.00235,0.001573518,1992.39672,2.885585418,0.21975052,2001.294181,2.23328438,0.000556186,0.880371407,1997.373566,0,1983.212076,0.311344092,15.70627605,0.073601029,18.11290858,0.394847605,0.71057644,0.063029034,1997.435657,3.367339001,0.000136986,5.466271849,3.029939583,,56319,,1
137,0.940441809,2011,0.002314433,0.001250649,1990.898174,2.823501886,0.226834066,2002.088567,2.201897264,0.000371354,0.809146222,1999.180917,0,1983.065651,0.278725534,16.03890469,0.048823811,17.6683146,0.289966185,0.699486441,0.11965633,1995.330956,3.077448751,0.000136986,5.561521498,2.511459091,,17999,,1
138,0.941154217,2010.423705,0.00235,0.001177527,1992.055508,2.875506063,0.264109701,2001.474977,2.43398724,0.00044673,0.861796771,1993.345822,0,1981.889218,0.271570681,16.71483313,0.04,17.30929758,0.281470757,0.761933453,0.062150013,1996.011147,3.143041544,0.000136986,4.988435259,2.925278969,,13203,,1
139,0.938777016,2010.505131,0.002345343,0.001500529,1992.822559,2.953753329,0.235964567,2000.964405,2.140315327,0.000433396,0.785543198,1993.996421,0,1982.639571,0.293685846,16.09552376,0.073082024,18.41157599,0.363317774,0.727346856,0.091084739,1996.110291,2.621166865,0.000136986,4.732157274,3.164597701,,23930,,1
140,0.948430759,2010.821239,0.00231279,0.001652323,1992.339025,3.080274976,0.19394209,2002.161595,2.477926523,0.000509809,0.773948689,1996.395911,0,1982.985968,0.276810568,16.37429114,0.048936738,17.62483297,0.278160196,0.749520724,0.102300849,1996.035469,2.984528912,0.000136986,5.105319109,2.81583786,,322,,1
141,0.951291553,2010.580178,0.002337589,0.001446986,1992.184076,3.111620629,0.211399604,2001.758726,2.482206001,0.00045322,0.82318601,1996.109447,0.045040661,1982.964778,0.297817535,16.29350635,0.04,17.4178408,0.33204925,0.728896884,0.103009548,1996.510338,3.074750342,0.000136986,4.819784065,2.788884354,,25523,,1
142,0.949859895,2010.645862,0.002308919,0.001472661,1992.409981,3.076423408,0.209321447,2001.812626,2.238877396,0.000444448,0.799142025,1994.4305,0.013042191,1982.292952,0.315958402,16.09719796,0.04,17.49505655,0.332730767,0.742476445,0.1280228,1995.877413,3.034421639,0.000166517,4.807081647,3.01784421,,36388,,1
143,0.948124039,2010.684,0.002322812,0.001606349,1992.12205,3.062815733,0.23764594,2002.20203,2.140934698,0.000461719,0.771995732,1995.495772,0.005983393,1982.491252,0.286221336,16.33598079,0.050731851,17.6407263,0.365930033,0.743428503,0.090227259,1996.92722,2.884202462,0.000136986,4.780531351,2.826266503,,17541,,1
144,0.954175543,2010.667498,0.002321599,0.001763073,1991.564956,2.935731128,0.207015507,2002.234889,2.592497023,0.000551152,0.815417365,1995.414149,0,1982.592421,0.328069704,16.33482078,0.04,17.6319517,0.321225775,0.726168455,0.104329352,1994.370853,2.98162594,0.000136986,5.155876261,3.252967216,,9759,,1
145,0.947893841,2011,0.002312667,0.001543995,1992.713029,2.988892478,0.232233582,2001.64571,2.279422249,0.000467362,0.83559168,1994.754157,0.078764159,1983.239387,0.276174046,16.4549539,0.04,17.45632168,0.323355278,0.70236552,0.076706806,1996.195242,2.67861029,0.000136986,5.501258477,2.664588206,,42435,,1
146,0.947710218,2010.061476,0.00234287,0.00159038,1992.082497,2.697205118,0.215369729,2002.100909,2.2118375,0.00049801,0.860208937,1994.062641,0,1982.828598,0.263513339,16.04918857,0.04,17.74073851,0.439036995,0.720920258,0.110173413,1995.772651,3.159326771,0.000168322,4.796611541,2.628399552,,44911,,1
147,0.954837707,2010.919442,0.00235,0.001571802,1992.516437,3.062361372,0.212000681,2002.418196,2.352535794,0.000568398,0.787559194,1994.624492,0.055915426,1982.180248,0.310559077,16.33019281,0.05388672,17.44275293,0.360286469,0.746746262,0.10551958,1996.936171,2.813791245,0.000136986,4.901339576,2.913963524,,6110,,1
148,0.956902578,2010.57933,0.00235,0.001563829,1992.674724,3.158539163,0.189802609,2001.828947,2.497617746,0.000524045,0.80947081,1996.186931,0.008912498,1983.299345,0.307088934,16.38340899,0.045954128,17.52532292,0.340314977,0.750527155,0.114964992,1996.419479,2.852982399,0.000174509,4.581765617,2.810859529,,15103,,1
149,0.949219336,2010.821427,0.00235,0.001118478,1994.155119,2.971512525,0.195145276,2001.704131,1.797120496,0.000613411,0.813769572,1996.003846,0,1983.981121,0.311584287,16.30821337,0.04204287,17.83034803,0.305841829,0.694526193,0.117126817,1995.948454,3.175135309,0.000136986,5.322951799,2.535469873,,1429,,1
150,0.957324585,2011,0.00232593,0.001125418,1992.58496,3.529952889,0.207821001,2002.3034,2.299256652,0.000492909,0.779344393,1997.734092,0,1982.883781,0.290194052,16.78958028,0.042318915,17.5376451,0.365436818,0.708721392,0.11237325,1996.39359,2.559526319,0.0001837,5.611126417,3.128888099,,26585,,1
151,0.951566622,2009.395645,0.00235,0.001397541,1990.802824,2.975556024,0.179183791,2002.817662,2.137578546,0.000529321,0.884714199,1992.949758,0,1982.635987,0.266727985,16.09033925,0.052052173,17.33379258,0.357574551,0.72678077,0.194832672,1998.329286,2.488654732,0.000136986,4.997909132,3.002945055,,11691,,1
152,0.951020902,2010.984831,0.002339947,0.001328773,1993.26139,3.02513932,0.205293469,2001.851245,2.242162878,0.000491125,0.808788268,1995.148971,0.024424989,1982.634738,0.301700267,16.62207598,0.053059354,17.41389093,0.329944783,0.704702064,0.109922836,1994.969813,3.11289515,0.000136986,4.982244092,3.111450477,,26532,,1
153,0.949309645,2010.447118,0.00235,0.001204368,1992.891838,3.070693455,0.269403678,2001.477263,2.668064688,0.000437024,0.777791194,1996.062255,0.070251441,1981.985936,0.341120551,16.1227315,0.085867989,17.40912297,0.280857647,0.789993732,0.097232954,1996.342333,2.977410029,0.000136986,4.720793112,3.134791131,,42861,,1
154,0.949915639,2010.361183,0.002333235,0.001486765,1992.776563,3.107386096,0.227797542,2002.373091,2.465005561,0.000529435,0.799815306,1995.968527,0.018758556,1982.684155,0.293193109,16.39500394,0.050225674,17.38142558,0.327355472,0.737361118,0.110935462,1996.613704,2.876354575,0.000136986,5.064771191,2.89945146,,9453,,1
155,0.953226726,2010.553614,0.002339805,0.001587583,1992.344444,3.052107188,0.224029384,2001.517112,2.297779885,0.000467905,0.817166155,1997.015486,0.039333948,1982.312908,0.32760631,16.4241753,0.04,17.49921209,0.337713145,0.747792694,0.115719758,1996.688646,3.219368617,0.000136986,4.923505744,2.927850012,,24264,,1
156,0.9478428,2011,0.002316002,0.001607646,1992.825144,3.03718177,0.178042334,2001.625319,2.562211727,0.000498827,0.766677584,1995.8538,0,1983.551786,0.314697196,15.88854125,0.04,17.76404163,0.391965077,0.748138485,0.085122567,1994.899254,2.987464554,0.000136986,4.275951766,3.011397116,,48221,,1
157,0.946121483,2010.109095,0.00235,0.001459265,1992.9499,3.162240833,0.251152512,2001.960359,2.138305295,0.000427632,0.764324032,1994.553491,0.131087994,1982.490783,0.296601066,16.71672407,0.083902863,18.0638371,0.320254455,0.683392039,0.076273848,1996.246812,3.283909607,0.000136986,4.71507062,2.972547229,,47919,,1
158,0.946356855,2011,0.002334738,0.001091946,1992.987947,3.11685782,0.227806747,2000.932167,2.518053573,0.000518612,0.872667847,1993.071746,0.098452581,1982.861651,0.339384857,16.7456315,0.048511004,17.18109319,0.39737074,0.704935182,0.100853399,1994.631976,2.299453543,0.000136986,4.730760843,2.993069176,,4293,,1
159,0.947816828,2010.731262,0.00228756,0.001418732,1990.948863,3.14856951,0.29000958,2001.791685,2.314737566,0.00030427,0.783316654,1994.119866,0.004757836,1984.416059,0.33899452,16.4315461,0.058218194,16.06255762,0.308343613,0.731774862,0.102982624,1996.73534,3.600286018,0.000136986,4.621983425,2.352304299,,17566,,1
160,0.952581594,2010.607002,0.002268322,0.001451725,1991.424417,3.314278877,0.192248732,2002.183535,2.739371323,0.000636539,0.870823264,1994.756897,0,1983.084949,0.345935743,16.38388663,0.0525984,18.14853682,0.272539879,0.738934506,0.136527695,1996.878629,2.956092229,0.000136986,4.490355415,3.13644037,,45209,,1
161,0.952272606,2010.67988,0.002329444,0.001528969,1992.525789,3.012496834,0.215846177,2001.854496,2.418434048,0.000457182,0.80620739,1995.744056,0.007256419,1982.552924,0.309592429,16.30228293,0.042494848,17.49452131,0.339119744,0.730405439,0.100701789,1996.680484,3.003583202,0.000136986,4.89377618,2.857881347,,27084,,1
162,0.954409349,2010.41603,0.002327836,0.001538492,1992.595836,2.916354672,0.217246253,2001.247288,2.269413961,0.000456716,0.827097641,1994.712188,0.046432103,1981.798732,0.299281948,16.34494123,0.053712118,17.72188303,0.346786391,0.732626749,0.125622809,1997.608888,2.937979268,0.000136986,4.684290628,2.962205522,,36569,,1
163,0.958329211,2010.185353,0.002267196,0.001,1993.00488,3.188155986,0.208439986,2001.65569,2.297605784,0.000461999,0.81685167,1996.99824,0,1982.642283,0.292498691,16.09000544,0.068229673,17.44489096,0.365328904,0.734660207,0.067596668,1996.622062,3.246987715,0.000276934,5.462839041,2.935856566,,23446,,1
164,0.950641526,2010.483239,0.00235,0.001694503,1993.316067,2.715028985,0.135243955,2001.991838,1.935624841,0.000527943,0.856965121,1995.004307,0.081843887,1981.076868,0.292268213,16.53419039,0.04,18.25806228,0.330838031,0.75101118,0.16874569,1999.007123,3.387569203,0.000136986,4.346546227,2.33907927,,34685,,1
165,0.949551558,2010.45642,0.002331438,0.001531273,1992.894998,3.190911317,0.218253658,2000.877204,2.474939098,0.000415883,0.840048915,1995.505804,0.069726086,1982.657206,0.294870274,16.07436913,0.04,17.27164685,0.336213204,0.753850031,0.115939813,1996.769674,3.068960312,0.000136986,4.634626043,2.856280293,,26592,,1
166,0.944575914,2010.542947,0.002293385,0.00156154,1993.036372,2.968655271,0.223869392,2001.87735,2.598324183,0.000507904,0.81111491,1996.456717,0,1981.759847,0.323104505,16.24802365,0.04,16.77632994,0.339616507,0.758711128,0.105637581,1995.868242,2.42105059,0.000136986,4.802151687,2.480157425,,14418,,1
167,0.943377062,2011,0.002290039,0.001414155,1994.397064,2.836206803,0.201415431,2001.519197,2.898785596,0.000697172,0.754489936,1994.086921,0,1983.800344,0.341248574,16.32107724,0.04,17.25684602,0.389056885,0.746234659,0.119418821,1996.767922,2.973272409,0.000136986,4.754709143,3.054436265,,18432,,1
168,0.954294803,2010.608546,0.00235,0.001400081,1992.010477,3.026557675,0.187164491,2001.366211,2.327148613,0.000445167,0.713831337,1995.59026,0.081927801,1981.642488,0.350708244,16.04867381,0.04,17.94763917,0.330027656,0.741179549,0.107514321,1995.658729,3.346250632,0.000136986,4.628675281,2.957906919,,17312,,1
169,0.95515659,2010.7156,0.002311406,0.001479397,1992.150527,3.155963889,0.224824464,2002.025809,2.255781975,0.000434449,0.818366484,1995.257125,0.018765353,1982.712626,0.294183025,16.31937585,0.049494171,17.26110037,0.344903616,0.736697529,0.097810766,1996.142351,3.118621155,0.000136986,5.23933202,2.931948056,,59411,,1
170,0.955011742,2010.395523,0.00235,0.001209376,1993.126252,2.85590521,0.196790993,2001.476259,1.9307449,0.00046519,0.742471603,1996.303714,0.07559564,1983.506894,0.317858617,16.07684559,0.043005807,17.36956881,0.357618234,0.72331793,0.144130487,1995.821105,2.940339404,0.000136986,4.924166117,2.699205163,,11319,,1
171,0.946509836,2011,0.002332448,0.001068601,1992.756017,2.973176594,0.259262043,2002.676205,2.026043241,0.000222941,0.842499563,1995.233278,0,1982.832722,0.293474913,16.11051449,0.04,16.84611053,0.268375395,0.730103063,0.071523288,1995.119696,2.948679012,0.000136986,4.426654117,2.813087094,,409,,1
172,0.959867592,2010.484317,0.002275881,0.001569122,1991.996289,2.872014723,0.23959492,2001.705603,2.508394592,0.000519408,0.852312118,1993.233611,0,1982.496253,0.366999919,16.37894925,0.04,17.58905974,0.334614747,0.737471283,0.098325376,1998.17245,2.915081906,0.000136986,4.938116907,2.759290091,,58502,,1
173,0.952272606,2010.67988,0.002329444,0.001528969,1992.525789,3.012496834,0.215846177,2001.854496,2.418434048,0.000457182,0.80620739,1995.744056,0.007256419,1982.552924,0.309592429,16.30228293,0.042494848,17.49452131,0.339119744,0.730405439,0.100701789,1996.680484,3.003583202,0.000136986,4.89377618,2.857881347,,59121,,1
174,0.949981903,2010.860731,0.002349047,0.001451244,1992.392563,2.904107559,0.227549832,2001.777716,2.464649582,0.000450374,0.807220868,1994.898378,0.0116065,1983.091944,0.291263245,16.38984787,0.041767705,17.45493648,0.329703433,0.7272954,0.106664745,1996.5515,3.011108093,0.000136986,4.666400866,2.829402215,,22463,,1
175,0.953098017,2010.992318,0.002295388,0.001569554,1991.020952,2.839571686,0.268756,2003.206318,2.594762077,0.000427773,0.80879803,1995.457226,0,1981.801174,0.322397695,16.31518498,0.058482755,16.96799904,0.323184129,0.757798944,0.106602042,1997.92406,3.274055787,0.000136986,4.371998223,2.582248081,,42127,,1
176,0.946259496,2010.893008,0.00231169,0.001227599,1992.119589,3.049594964,0.221526763,2000.948551,2.55827084,0.000435925,0.778377388,1996.379069,0.022015449,1981.137194,0.302446907,16.30931122,0.051465041,17.15702027,0.31805483,0.734263312,0.091201337,1997.370181,2.975033901,0.000136986,5.443669869,2.960646055,,16535,,1
177,0.965764442,2010.184756,0.002327234,0.001154668,1992.629654,2.867057767,0.177820699,2001.981916,2.755499944,0.000511988,0.798920403,1996.440827,0,1980.996011,0.321982842,16.13918874,0.053979677,17.01318099,0.35546556,0.729428632,0.146690593,1995.794598,3.21521532,0.000136986,5.304652874,2.957783896,,54075,,1
178,0.953150929,2010.701143,0.002315023,0.001391169,1992.672426,2.997150629,0.215653321,2001.416445,2.406829244,0.00046808,0.806530312,1995.211526,0,1982.882087,0.314552818,16.46979819,0.04,17.468101,0.344876526,0.731192518,0.109576836,1996.79435,2.786230333,0.000141325,4.846534699,2.757053654,,8224,,1
179,0.954925435,2011,0.002284015,0.001228125,1992.066357,3.077230788,0.2172462,2001.370687,2.186477342,0.000503106,0.827136696,1997.660035,0,1984.085893,0.331312827,16.3401917,0.057551545,17.40057089,0.356591931,0.710850187,0.072774975,1997.121176,3.540450227,0.000136986,5.427598866,2.885020015,,20427,,1
180,0.951249692,2010.814513,0.002319808,0.00132817,1992.597517,2.947949918,0.193108887,2001.435857,2.468532851,0.000595644,0.792507194,1997.115275,0.012494961,1982.747708,0.322382095,16.79707313,0.04,18.0443645,0.341457745,0.699768714,0.140614105,1997.244026,3.159491056,0.000150232,4.904504095,3.24454003,,47229,,1
181,0.964918578,2011,0.002252929,0.001270172,1991.627437,3.003218775,0.264820022,2000.928412,1.689045884,0.000457843,0.745981803,1997.056203,0,1981.381219,0.339667115,15.81843808,0.087083599,18.34483448,0.361773796,0.669315665,0.128243405,1996.287547,2.436250837,0.000136986,4.954824766,3.509676747,,43042,,1
182,0.952870597,2010.766877,0.002332815,0.001492066,1992.469048,3.04735281,0.217699836,2001.881425,2.457296296,0.000470468,0.81683202,1995.621344,0.003273215,1982.320853,0.315892084,16.26168295,0.04,17.44955332,0.344472046,0.738477175,0.104272844,1996.697355,2.896152864,0.000136986,4.812562988,2.892591141,,57061,,1
183,0.957324585,2011,0.00232593,0.001125418,1992.58496,3.529952889,0.207821001,2002.3034,2.299256652,0.000492909,0.779344393,1997.734092,0,1982.883781,0.290194052,16.78958028,0.042318915,17.5376451,0.365436818,0.708721392,0.11237325,1996.39359,2.559526319,0.0001837,5.611126417,3.128888099,,34910,,1
184,0.937639718,2010.960755,0.002306366,0.001587893,1992.186839,2.967374732,0.22150773,2001.469998,2.380804156,0.000483241,0.718734947,1998.984191,0.03544707,1981.371808,0.255260931,16.60478109,0.043757834,18.43613143,0.380867603,0.72037531,0.160978166,1995.999397,3.086900019,0.000145671,4.968937171,2.574940364,,31388,,1
185,0.947816828,2010.731262,0.00228756,0.001418732,1990.948863,3.14856951,0.29000958,2001.791685,2.314737566,0.00030427,0.783316654,1994.119866,0.004757836,1984.416059,0.33899452,16.4315461,0.058218194,16.06255762,0.308343613,0.731774862,0.102982624,1996.73534,3.600286018,0.000136986,4.621983425,2.352304299,,35596,,1
186,0.949261534,2010.668948,0.002348728,0.00118167,1993.236664,3.037473274,0.220148137,2002.615289,2.82277111,0.000489036,0.843213245,1996.194197,0.036466226,1982.714661,0.296679304,16.27313958,0.04,17.56630741,0.334548714,0.69886938,0.043248107,1997.274915,2.866350829,0.000197923,4.37156437,2.543267764,,40323,,1
187,0.949219336,2010.821427,0.00235,0.001118478,1994.155119,2.971512525,0.195145276,2001.704131,1.797120496,0.000613411,0.813769572,1996.003846,0,1983.981121,0.311584287,16.30821337,0.04204287,17.83034803,0.305841829,0.694526193,0.117126817,1995.948454,3.175135309,0.000136986,5.322951799,2.535469873,,6002,,1
